If you wish to use the halos modules, you need the Aemulus HMF emulator. Please install it: github.com/AemulusProject/hmf_emulator
If you wish to use the halos modules, you need the Aemulus HMF emulator. Please install it: github.com/AemulusProject/hmf_emulator
         5220300 function calls (5110457 primitive calls) in 8.625 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      540    0.002    0.000    0.002    0.000 _function_base_impl.py:2431(__init__)
     3472    0.002    0.000    0.003    0.000 inspect.py:292(isclass)
      126    0.002    0.000    0.014    0.000 column.py:164(_convert_sequence_data_to_array)
        1    0.002    0.002    0.002    0.002 {built-in method _posixsubprocess.fork_exec}
     3075    0.002    0.000    0.002    0.000 {method 'pop' of 'dict' objects}
     8684    0.002    0.000    0.002    0.000 {method '__exit__' of '_thread.RLock' objects}
     6346    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
      108    0.002    0.000    0.005    0.000 scanner.py:1270(scan_plain)
      104    0.002    0.000    0.003    0.000 typing.py:966(__init__)
     2253    0.002    0.000    0.014    0.000 <frozen genericpath>:16(exists)
     3429    0.002    0.000    0.002    0.000 core.py:2433(<listcomp>)
     3016    0.002    0.000    0.006    0.000 {built-in method _abc._abc_instancecheck}
      584    0.002    0.000    0.002    0.000 _inspect.py:66(getargs)
      177    0.002    0.000    0.002    0.000 {method 'split' of 're.Pattern' objects}
      232    0.002    0.000    0.002    0.000 {built-in method posix.getcwd}
      409    0.002    0.000    0.005    0.000 inspect.py:782(_finddoc)
      815    0.002    0.000    0.002    0.000 style.py:126(style_for_token)
  201/199    0.002    0.000    1.027    0.005 <frozen importlib._bootstrap_external>:1231(create_module)
      999    0.002    0.000    0.024    0.000 __init__.py:770(__setitem__)
      628    0.002    0.000    0.002    0.000 _docscrape.py:531(_str_index)
     1578    0.002    0.000    0.002    0.000 {built-in method fromkeys}
      175    0.002    0.000    0.002    0.000 {method 'reduce' of 'numpy.ufunc' objects}
  658/567    0.002    0.000    0.002    0.000 _compiler.py:436(_get_literal_prefix)
      131    0.002    0.000    0.024    0.000 _distn_infrastructure.py:752(_construct_argparser)
      131    0.002    0.000    0.060    0.000 _distn_infrastructure.py:833(_construct_doc)
     1147    0.002    0.000    0.018    0.000 scanner.py:113(check_token)
     2032    0.002    0.000    0.002    0.000 {built-in method _imp._fix_co_filename}
4985/2482    0.002    0.000    0.009    0.000 <frozen abc>:121(__subclasscheck__)
     2142    0.002    0.000    0.002    0.000 scanner.py:279(stale_possible_simple_keys)
       23    0.002    0.000    0.005    0.000 _make.py:674(__init__)
       12    0.002    0.000    0.003    0.000 matrix_utilities.py:34(rotation_matrix)
      880    0.002    0.000    0.002    0.000 {method '__reduce_ex__' of 'object' objects}
      327    0.002    0.000    0.023    0.000 overrides.py:145(decorator)
      140    0.002    0.000    0.026    0.000 table.py:1282(_convert_data_to_col)
      237    0.002    0.000    0.003    0.000 dataclasses.py:723(_get_field)
      450    0.002    0.000    0.004    0.000 latex.py:37(_format_unit_power)
     4391    0.002    0.000    0.002    0.000 {method 'find' of 'bytearray' objects}
      117    0.002    0.000    0.458    0.004 artist.py:152(_update_set_signature_and_docstring)
     6223    0.002    0.000    0.002    0.000 {method 'find' of 'str' objects}
     1716    0.002    0.000    0.274    0.000 __init__.py:225(compile)
      763    0.002    0.000    0.002    0.000 __init__.py:65(get_format)
      562    0.002    0.000    0.002    0.000 {method 'copy' of 'set' objects}
     1975    0.002    0.000    0.009    0.000 {built-in method builtins.all}
        8    0.002    0.000    0.002    0.000 terminal256.py:152(_build_color_table)
      202    0.001    0.000    0.007    0.000 configuration.py:449(__call__)
     2359    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:165(__init__)
      703    0.001    0.000    0.009    0.000 typing.py:1279(__init__)
     1535    0.001    0.000    0.002    0.000 enum.py:79(_is_private)
     1747    0.001    0.000    0.007    0.000 typing.py:159(_type_convert)
     3361    0.001    0.000    0.001    0.000 {method 'capitalize' of 'str' objects}
      610    0.001    0.000    0.002    0.000 _parser.py:231(__init__)
     2371    0.001    0.000    0.002    0.000 {method 'extend' of 'list' objects}
     1343    0.001    0.000    0.001    0.000 enum.py:747(__delattr__)
        2    0.001    0.001    0.001    0.001 difflib.py:266(__chain_b)
 4310/959    0.001    0.000    0.002    0.000 __init__.py:457(recursive_subclasses)
      736    0.001    0.000    0.003    0.000 core.py:692(is_final_result)
      584    0.001    0.000    0.004    0.000 _inspect.py:97(getargspec)
     1134    0.001    0.000    0.002    0.000 data_info.py:340(__get__)
      415    0.001    0.000    0.002    0.000 _parser.py:274(getuntil)
      688    0.001    0.000    0.003    0.000 pprint.py:520(format_col_str)
     2042    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
       92    0.001    0.000    0.019    0.000 __init__.py:1452(_preprocess_data)
     6959    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
     4867    0.001    0.000    0.002    0.000 textTools.py:123(tostr)
    11665    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
     2532    0.001    0.000    0.002    0.000 _parser.py:172(__setitem__)
      131    0.001    0.000    0.015    0.000 _distn_infrastructure.py:686(__init__)
     1172    0.001    0.000    0.002    0.000 core.py:1811(_get_format_name)
     4320    0.001    0.000    0.002    0.000 _array_api.py:673(_render)
      815    0.001    0.000    0.003    0.000 terminal256.py:47(color_string)
       92    0.001    0.000    0.009    0.000 pprint.py:295(<listcomp>)
     5726    0.001    0.000    0.001    0.000 artist.py:1640(<genexpr>)
      847    0.001    0.000    0.002    0.000 _parser.py:453(_uniq)
      194    0.001    0.000    0.057    0.000 core.py:143(__init__)
      462    0.001    0.000    0.019    0.000 core.py:208(__format__)
       87    0.001    0.000    0.002    0.000 typing.py:1930(_get_protocol_attrs)
     1630    0.001    0.000    0.002    0.000 terminal256.py:42(escape)
     9064    0.001    0.000    0.001    0.000 core.py:2389(powers)
      499    0.001    0.000    0.009    0.000 core.py:111(__str__)
      292    0.001    0.000    0.006    0.000 overrides.py:86(verify_matching_signatures)
     2280    0.001    0.000    0.004    0.000 feedparser.py:127(__next__)
      217    0.001    0.000    0.001    0.000 _compiler.py:388(<listcomp>)
     3452    0.001    0.000    0.002    0.000 _parser.py:83(groups)
      792    0.001    0.000    0.009    0.000 inspect.py:3023(replace)
     1626    0.001    0.000    0.002    0.000 core.py:2338(<listcomp>)
      455    0.001    0.000    0.002    0.000 _parser.py:316(_class_escape)
     9445    0.001    0.000    0.001    0.000 {built-in method unicodedata.normalize}
      277    0.001    0.000    0.013    0.000 scanner.py:156(fetch_more_tokens)
     1665    0.001    0.000    0.001    0.000 enum.py:48(_is_dunder)
        8    0.001    0.000    0.002    0.000 _docscrape.py:684(<listcomp>)
   101/31    0.001    0.000    0.006    0.000 typing.py:1464(_make_substitution)
     1929    0.001    0.000    0.007    0.000 base.py:111(<genexpr>)
      886    0.001    0.000    0.002    0.000 _function_base_impl.py:363(iterable)
1101/1099    0.001    0.000    0.007    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.001    0.001    0.040    0.040 physical.py:1(<module>)
       15    0.001    0.000    0.008    0.001 _bunch.py:32(_make_tuple_bunch)
      101    0.001    0.000    0.014    0.000 pyplot.py:230(_add_pyplot_note)
      231    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1699(path_hook_for_FileFinder)
  745/736    0.001    0.000    0.002    0.000 {built-in method builtins.repr}
      206    0.001    0.000    0.030    0.000 colors.py:353(_to_rgba_no_colorcycle)
     3977    0.001    0.000    0.001    0.000 reader.py:87(peek)
     1816    0.001    0.000    0.015    0.000 core.py:2242(_hash)
       14    0.001    0.000    0.026    0.002 __init__.py:827(__init__)
        1    0.001    0.001    0.424    0.424 _stats_py.py:1(<module>)
      216    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_decode}
      217    0.001    0.000    0.003    0.000 _compiler.py:386(_mk_bitmap)
  128/117    0.001    0.000    0.051    0.000 _docstring.py:122(__call__)
      653    0.001    0.000    0.002    0.000 pathlib.py:523(_format_parsed_parts)
     3989    0.001    0.000    0.001    0.000 {built-in method sys.intern}
      237    0.001    0.000    0.003    0.000 typing.py:334(_remove_dups_flatten)
      147    0.001    0.000    0.040    0.000 __init__.py:931(read_text)
      249    0.001    0.000    0.125    0.001 artist.py:1496(__init__)
     1233    0.001    0.000    0.011    0.000 __init__.py:163(match)
      352    0.001    0.000    0.002    0.000 configuration.py:554(get_config)
      596    0.001    0.000    0.001    0.000 {built-in method builtins.format}
      114    0.001    0.000    0.004    0.000 inspect.py:3215(__str__)
      921    0.001    0.000    0.009    0.000 base.py:109(_format_unit_list)
       62    0.001    0.000    0.002    0.000 graph.py:244(find_shortest_path)
        1    0.001    0.001    0.001    0.001 {method 'dot' of 'numpy.ndarray' objects}
     2686    0.001    0.000    0.001    0.000 util.py:217(__call__)
      137    0.001    0.000    0.009    0.000 column.py:502(__new__)
       22    0.001    0.000    0.853    0.039 base.py:1(<module>)
      207    0.001    0.000    0.003    0.000 typing_extensions.py:3228(_collect_parameters)
      633    0.001    0.000    0.001    0.000 _docscrape.py:393(<setcomp>)
      290    0.001    0.000    0.037    0.000 _itertools.py:4(unique_everseen)
      262    0.001    0.000    0.006    0.000 warnings.py:131(filterwarnings)
        1    0.001    0.001    0.005    0.005 _linprog_rs.py:1(<module>)
      867    0.001    0.000    0.001    0.000 numbers.py:283(__float__)
      292    0.001    0.000    0.015    0.000 core.py:379(__eq__)
     3019    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
      325    0.001    0.000    0.005    0.000 pathlib.py:530(_make_child)
      409    0.001    0.000    0.002    0.000 inspect.py:772(_findclass)
       13    0.001    0.000    0.005    0.000 yacc.py:1003(parseopt_notrack)
      682    0.001    0.000    0.001    0.000 reader.py:114(get_mark)
      768    0.001    0.000    0.001    0.000 typing.py:1687(__eq__)
      112    0.001    0.000    0.005    0.000 physical.py:413(def_physical_type)
      604    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
      798    0.001    0.000    0.007    0.000 typing.py:715(<genexpr>)
      660    0.001    0.000    0.002    0.000 typing.py:1310(__getattr__)
      563    0.001    0.000    0.002    0.000 quantity.py:560(__array_finalize__)
      149    0.001    0.000    0.005    0.000 parser.py:273(parse_node)
       99    0.001    0.000    0.004    0.000 typing.py:1040(__init__)
      133    0.001    0.000    0.005    0.000 core.py:324(__rmul__)
     1535    0.001    0.000    0.001    0.000 enum.py:59(_is_sunder)
      448    0.001    0.000    0.004    0.000 copy.py:66(copy)
        1    0.001    0.001    0.001    0.001 {method 'read' of '_io.FileIO' objects}
       32    0.001    0.000    0.019    0.001 baseframe.py:454(__init_subclass__)
     1051    0.001    0.000    0.032    0.000 artist.py:1619(is_alias)
      469    0.001    0.000    0.021    0.000 artist.py:1613(number_of_parameters)
  201/167    0.001    0.000    0.352    0.002 <frozen importlib._bootstrap_external>:1239(exec_module)
      358    0.001    0.000    0.019    0.000 function_base.py:490(add_newdoc)
      110    0.001    0.000    0.021    0.000 _distn_infrastructure.py:1934(_attach_methods)
     2040    0.001    0.000    0.005    0.000 copy.py:264(<genexpr>)
       21    0.001    0.000    0.019    0.001 pprint.py:560(_pformat_table)
      461    0.001    0.000    0.001    0.000 quantity.py:926(to_value)
      184    0.001    0.000    0.008    0.000 parameters.py:195(__init__)
        1    0.001    0.001    0.013    0.013 random.py:1(<module>)
        3    0.001    0.000    0.095    0.032 _basic.py:1(<module>)
      239    0.001    0.000    0.001    0.000 core.py:491(__init__)
       32    0.001    0.000    0.004    0.000 baseframe.py:808(_infer_repr_info)
      496    0.001    0.000    0.032    0.000 colors.py:306(to_rgba)
       87    0.001    0.000    0.007    0.000 typing.py:729(Literal)
       25    0.001    0.000    0.052    0.002 _util.py:290(decorator)
   306/12    0.001    0.000    0.004    0.000 core.py:916(_parseNoCache)
      398    0.001    0.000    0.001    0.000 _util.py:546(<listcomp>)
      161    0.001    0.000    0.008    0.000 typing.py:1595(copy_with)
      493    0.001    0.000    0.001    0.000 _compiler.py:467(_get_charset_prefix)
        2    0.001    0.000    0.001    0.000 core.py:15106(ecm06)
     3016    0.001    0.000    0.007    0.000 <frozen abc>:117(__instancecheck__)
        3    0.001    0.000    0.015    0.005 _constants.py:1(<module>)
     1116    0.001    0.000    0.011    0.000 _parser.py:98(closegroup)
       61    0.001    0.000    0.011    0.000 _internal.py:32(inner)
       80    0.001    0.000    0.004    0.000 traitlets.py:960(__new__)
     2530    0.001    0.000    0.001    0.000 _docscrape.py:46(reset)
      401    0.001    0.000    0.002    0.000 <frozen os>:674(__getitem__)
      122    0.001    0.000    0.002    0.000 typing.py:1877(__init_subclass__)
     1282    0.001    0.000    0.001    0.000 enum.py:193(__get__)
     1184    0.001    0.000    0.003    0.000 __init__.py:265(getitem_checked)
      195    0.001    0.000    0.001    0.000 _shape_base_impl.py:625(column_stack)
        1    0.001    0.001    0.001    0.001 hatch.py:157(LargeCircles)
        8    0.001    0.000    0.002    0.000 _docscrape.py:698(<listcomp>)
       92    0.001    0.000    0.026    0.000 graph.py:134(add_transform)
       65    0.001    0.000    0.019    0.000 dataclasses.py:528(_init_fn)
      285    0.001    0.000    0.001    0.000 enum.py:933(_check_for_existing_members_)
       32    0.001    0.000    0.001    0.000 pathlib.py:353(_select_from)
  237/225    0.001    0.000    0.003    0.000 typing.py:1695(__hash__)
      169    0.001    0.000    0.302    0.002 introspection.py:146(find_current_module)
      131    0.001    0.000    0.351    0.003 artist.py:1915(kwdoc)
        4    0.001    0.000    0.011    0.003 _distribution_infrastructure.py:1377(_generate_example)
      193    0.001    0.000    0.001    0.000 enum.py:979(_find_data_type_)
     4825    0.001    0.000    0.001    0.000 core.py:2379(scale)
       16    0.001    0.000    0.001    0.000 rcsetup.py:125(_listify_validator)
        2    0.001    0.000    0.001    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.001    0.001    0.128    0.128 _continuous_distns.py:1(<module>)
      146    0.001    0.000    0.012    0.000 __init__.py:1023(read_text)
       10    0.001    0.000    0.013    0.001 docgen.py:29(_summarize_units)
       13    0.001    0.000    0.003    0.000 enum.py:912(<listcomp>)
     1208    0.001    0.000    0.001    0.000 _compiler.py:570(isstring)
       21    0.001    0.000    0.069    0.003 base.py:411(_update__doc__)
     3332    0.001    0.000    0.001    0.000 core.py:135(bases)
       28    0.001    0.000    0.005    0.000 _backend.py:312(get_defaults)
       92    0.001    0.000    0.004    0.000 enum.py:484(__prepare__)
       46    0.001    0.000    0.005    0.000 gettext.py:479(find)
      348    0.001    0.000    0.002    0.000 __init__.py:452(_replace)
      815    0.001    0.000    0.002    0.000 terminal256.py:87(reset_string)
     4720    0.001    0.000    0.001    0.000 typing.py:1721(<genexpr>)
      118    0.001    0.000    0.009    0.000 typing.py:1586(__getitem__)
        1    0.001    0.001    0.269    0.269 rcsetup.py:1(<module>)
1260/1005    0.001    0.000    0.002    0.000 typing.py:1394(__hash__)
      458    0.001    0.000    0.002    0.000 inspect.py:2756(__str__)
        1    0.001    0.001    0.001    0.001 helpers.py:745(<dictcomp>)
      628    0.001    0.000    0.001    0.000 _docscrape.py:465(_str_summary)
      374    0.001    0.000    0.001    0.000 {method 'setter' of 'property' objects}
     1177    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
     1704    0.001    0.000    0.001    0.000 core.py:695(<genexpr>)
      318    0.001    0.000    0.002    0.000 __init__.py:127(read)
     2220    0.001    0.000    0.001    0.000 <frozen posixpath>:52(normcase)
       14    0.001    0.000    0.002    0.000 _make.py:857(_create_slots_class)
        2    0.001    0.000    0.747    0.373 _support_alternative_backends.py:1(<module>)
