If you wish to use the halos modules, you need the Aemulus HMF emulator. Please install it: github.com/AemulusProject/hmf_emulator
If you wish to use the halos modules, you need the Aemulus HMF emulator. Please install it: github.com/AemulusProject/hmf_emulator
         5220300 function calls (5110457 primitive calls) in 8.625 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pydoc.py:1217(TextDoc)
        1    0.000    0.000    0.000    0.000 capture.py:18(RichOutput)
        1    0.000    0.000    0.000    0.000 scanner.py:371(fetch_stream_end)
        1    0.000    0.000    0.000    0.000 section.py:15(CompImageSection)
        1    0.000    0.000    0.000    0.000 patches.py:2068(Circle)
        1    0.000    0.000    0.000    0.000 _bary_rational.py:213(AAA)
        1    0.000    0.000    0.000    0.000 pep8.py:748(__init__)
        1    0.000    0.000    0.000    0.000 row.py:114(get)
        1    0.000    0.000    0.000    0.000 socketserver.py:551(ForkingMixIn)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:74(_AsCompletedWaiter)
        2    0.000    0.000    0.000    0.000 _make.py:3150(_fmt_converter_call)
        1    0.000    0.000    0.000    0.000 widgets.py:1757(RadioButtons)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.000    0.000 _elementwise_iterative_method.py:90(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1111(__init__)
        1    0.000    0.000    0.000    0.000 constant.py:237(si)
        1    0.000    0.000    0.000    0.000 pygments.py:66(RegexSync)
        1    0.000    0.000    0.000    0.000 nodes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 projections.py:1006(Conic)
        1    0.000    0.000    0.000    0.000 latex.py:72(LatexInline)
        1    0.000    0.000    0.000    0.000 margins.py:32(Margin)
        4    0.000    0.000    0.000    0.000 decorators.py:1036(_make_method)
        1    0.000    0.000    0.000    0.000 subprocess.py:1961(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 column.py:473(_FormatQ)
        1    0.000    0.000    0.000    0.000 names.py:577(ImportName)
        1    0.000    0.000    0.000    0.000 _helpers.py:708(_dask_device)
       22    0.000    0.000    0.000    0.000 core.py:3989(<genexpr>)
        1    0.000    0.000    0.000    0.000 controls.py:63(UIControl)
        4    0.000    0.000    0.000    0.000 _polynomial_impl.py:1239(_coeffs)
        1    0.000    0.000    0.000    0.000 _multivariate.py:257(multi_rv_generic)
        1    0.000    0.000    0.000    0.000 shuffle.py:8(Shuffle)
        1    0.000    0.000    0.000    0.000 __init__.py:701(Interpreter)
        1    0.000    0.000    0.000    0.000 rk.py:183(RK23)
        1    0.000    0.000    0.000    0.000 equivalencies.py:91(dimensionless_angles)
        1    0.000    0.000    0.000    0.000 __init__.py:412(Deprecated)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1455(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 tree.py:517(Element)
        6    0.000    0.000    0.000    0.000 _array_api_override.py:69(array_namespace)
        2    0.000    0.000    0.000    0.000 constructor.py:405(construct_yaml_seq)
        3    0.000    0.000    0.000    0.000 __init__.py:741(_update_raw)
        1    0.000    0.000    0.000    0.000 patches.py:1502(FancyArrow)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2393(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 context.py:318(ModuleContext)
        1    0.000    0.000    0.000    0.000 symbolic.py:36(Language)
        1    0.000    0.000    0.000    0.000 _base.py:1479(ArtistList)
        1    0.000    0.000    0.000    0.000 _ufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ecliptic.py:78(GeocentricMeanEcliptic)
        1    0.000    0.000    0.000    0.000 minicompat.py:50(NodeList)
        1    0.000    0.000    0.000    0.000 _format.py:20(FormatChecker)
        4    0.000    0.000    0.000    0.000 __init__.py:884(legacy_normalize)
        2    0.000    0.000    0.000    0.000 generic.py:242(p_factor_int)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:3006(_max_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:123(DeprecatedTuple)
        1    0.000    0.000    0.000    0.000 ansi.py:280(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3901(Format)
        2    0.000    0.000    0.000    0.000 rcsetup.py:480(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 cp775.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 polarization.py:14(StokesSymbol)
        1    0.000    0.000    0.000    0.000 tdat.py:62(TdatDataSplitter)
        1    0.000    0.000    0.000    0.000 utils.py:17(_ExplodedList)
        1    0.000    0.000    0.000    0.000 font_manager.py:698(_cleanup_fontproperties_init)
        1    0.000    0.000    0.000    0.000 dbapi2.py:54(register_adapters_and_converters)
        1    0.000    0.000    0.000    0.000 history.py:101(ThreadedHistory)
        3    0.000    0.000    0.000    0.000 {method 'setflags' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _functools.py:122(passthrough)
        1    0.000    0.000    0.000    0.000 header.py:175(Header)
        1    0.000    0.000    0.000    0.000 core.py:5115(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 typing.py:3206(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4579(halflogistic_gen)
        9    0.000    0.000    0.000    0.000 _format.py:102(_checks)
        1    0.000    0.000    0.000    0.000 sslproto.py:23(SSLProtocolState)
        1    0.000    0.000    0.000    0.000 vds.py:145(VirtualLayout)
        1    0.000    0.000    0.000    0.000 tree.py:2056(TimeSys)
        1    0.000    0.000    0.000    0.000 function.py:185(MethodValue)
        2    0.000    0.000    0.000    0.000 validate.py:994(is_list)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:57(_pdf_formula)
        1    0.000    0.000    0.000    0.000 widgets.py:652(RangeSlider)
        1    0.000    0.000    0.000    0.000 core.py:469(RepeatedFrames)
        1    0.000    0.000    0.000    0.000 subprocess.py:1092(__exit__)
        1    0.000    0.000    0.000    0.000 widgets.py:1039(_Buttons)
        1    0.000    0.000    0.000    0.000 distance.py:1806(<dictcomp>)
        2    0.000    0.000    0.000    0.000 _new_distributions.py:72(_icdf_formula)
        3    0.000    0.000    0.000    0.000 converter.py:112(validate_non_negative)
        1    0.000    0.000    0.000    0.000 rst.py:33(RST)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2513(__call__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5688(jf_skew_t_gen)
        1    0.000    0.000    0.000    0.000 _docscrape.py:623(ClassDoc)
        1    0.000    0.000    0.000    0.000 Image.py:3145(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1347(MemoryHandler)
        1    0.000    0.000    0.000    0.000 _make.py:2692(<listcomp>)
        1    0.000    0.000    0.001    0.001 __init__.py:421(PercentStyle)
        1    0.000    0.000    0.000    0.000 polynomial.py:148(_PolyDomainWindow1D)
        1    0.000    0.000    0.000    0.000 _qmc.py:2486(MultinomialQMC)
        1    0.000    0.000    0.000    0.000 formats.py:1842(TimeYearDayTime)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:247(ArgMethodWrapper)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:240(QuotedString)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3295(invwishart_gen)
        6    0.000    0.000    0.000    0.000 data_info.py:549(parent_table)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2400(skewness)
        1    0.000    0.000    0.000    0.000 yacc.py:1475(Grammar)
        2    0.000    0.000    0.000    0.000 arrayprint.py:577(decorating_function)
        1    0.000    0.000    0.000    0.000 base.py:1022(HorizontalLine)
        9    0.000    0.000    0.000    0.000 docstrings.py:38(RETURNS)
        1    0.000    0.000    0.000    0.000 core.py:1939(UnrecognizedUnit)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:242(epsneg)
        1    0.000    0.000    0.000    0.000 latex.py:182(LatexData)
        1    0.000    0.000    0.000    0.000 scale.py:527(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6588(loggamma_gen)
        2    0.000    0.000    0.000    0.000 _aliases.py:97(astype)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:232(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 base.py:165(DynamicStyle)
        4    0.000    0.000    0.000    0.000 feedparser.py:208(_pop_message)
        2    0.000    0.000    0.000    0.000 sysconfig.py:185(_safe_realpath)
        1    0.000    0.000    0.000    0.000 utils.py:45(Event)
        1    0.000    0.000    0.000    0.000 projections.py:561(Sky2Pix_SlantOrthographic)
        3    0.000    0.000    0.000    0.000 core.py:1937(suppress)
        1    0.000    0.000    0.000    0.000 typing.py:2079(_proto_hook)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:20(MemoizeDer)
        1    0.000    0.000    0.000    0.000 __init__.py:1233(levy_stable_frozen)
        1    0.000    0.000    0.000    0.000 zipfile.py:833(ZipExtFile)
        2    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 ImageFile.py:510(Parser)
        1    0.000    0.000    0.000    0.000 base.py:354(_MergedCompleter)
        1    0.000    0.000    0.000    0.000 buffer.py:58(ValidationState)
        1    0.000    0.000    0.000    0.000 patch_stdout.py:77(StdoutProxy)
        1    0.000    0.000    0.000    0.000 readers.py:53(MultiplexedPath)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:498(InvalidMailbox)
        1    0.000    0.000    0.000    0.000 projaxes.py:742(CartesianAxes)
        1    0.000    0.000    0.000    0.000 traitlets.py:3857(Dict)
        1    0.000    0.000    0.000    0.000 colorizer.py:517(_ScalarMappable)
        1    0.000    0.000    0.000    0.000 resource.py:126(ResourceManager)
        1    0.000    0.000    0.000    0.000 check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 report.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:105(__set__)
        1    0.000    0.000    0.000    0.000 table_term_programs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ecsv.py:1242(register_ecsv_table)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1699(cosine_gen)
        1    0.000    0.000    0.000    0.000 vi_state.py:19(InputMode)
        1    0.000    0.000    0.000    0.000 containers.py:173(VerticalAlign)
        6    0.000    0.000    0.000    0.000 column.py:307(_make_compare)
        1    0.000    0.000    0.000    0.000 _make.py:2094(_assign_with_converter)
        1    0.000    0.000    0.000    0.000 colors.py:2620(TwoSlopeNorm)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:4450(TransformedDistribution)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2985(weibull_max_gen)
        1    0.000    0.000    0.000    0.000 traitlets.py:2593(Int)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2912(_Mode)
        1    0.000    0.000    0.000    0.000 vi_state.py:35(ViState)
        1    0.000    0.000    0.000    0.000 _compat.py:40(_AnnotationExtractor)
        1    0.000    0.000    0.000    0.000 _gauss_kronrod.py:9(GaussKronrodQuadrature)
        1    0.000    0.000    0.000    0.000 type_var.py:47(TypeVar)
        1    0.000    0.000    0.000    0.000 transforms.py:1207(LockableBbox)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2524(f_gen)
        1    0.000    0.000    0.000    0.000 _enums.py:171(<listcomp>)
        1    0.000    0.000    0.000    0.000 ndarray.py:232(NDArrayType)
        1    0.000    0.000    0.000    0.000 soco.py:18(Node)
        1    0.000    0.000    0.000    0.000 image.py:843(AxesImage)
        1    0.000    0.000    0.000    0.000 exceptions.py:1612(<listcomp>)
        1    0.000    0.000    0.000    0.000 schema.py:187(_ValidationContext)
        1    0.000    0.000    0.000    0.000 yacc.py:288(__init__)
       11    0.000    0.000    0.000    0.000 data_info.py:213(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10886(uniform_gen)
        1    0.000    0.000    0.000    0.000 converters.py:423(UnicodeChar)
        1    0.000    0.000    0.000    0.000 diff.py:250(DiffParser)
        1    0.000    0.000    0.000    0.000 base.py:139(_OrList)
        1    0.000    0.000    0.000    0.000 converters.py:1115(BitArray)
       14    0.000    0.000    0.000    0.000 expatbuilder.py:714(_initNamespaces)
        7    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 _cubic.py:172(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 nonlin.py:1(<module>)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7567(moyal_gen)
       11    0.000    0.000    0.000    0.000 baseconfig.py:77(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 linesearch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:191(_update_user_library)
        1    0.000    0.000    0.000    0.000 _multiufuncs.py:24(MultiUFunc)
        4    0.000    0.000    0.000    0.000 shape_base.py:368(_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 scanner.py:1348(scan_tag_handle)
        1    0.000    0.000    0.000    0.000 traitlets.py:3277(CaselessStrEnum)
        9    0.000    0.000    0.000    0.000 core.py:2529(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:50(BlankLines)
        2    0.000    0.000    0.000    0.000 core.py:6753(__array_finalize__)
        1    0.000    0.000    0.000    0.000 base.py:22(Attrs)
        1    0.000    0.000    0.000    0.000 backend_tools.py:888(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 tree.py:961(KeywordStatement)
        1    0.000    0.000    0.000    0.000 _policybase.py:279(Compat32)
        1    0.000    0.000    0.000    0.000 dates.py:1140(RRuleLocator)
        1    0.000    0.000    0.000    0.000 _morestats.py:2825(_ABW)
        5    0.000    0.000    0.000    0.000 lex.py:721(<lambda>)
        1    0.000    0.000    0.000    0.000 _resampling.py:1360(PermutationTestResult)
        1    0.000    0.000    0.000    0.000 _nonlin.py:857(BroydenFirst)
        1    0.000    0.000    0.000    0.000 _base.py:1550(sparray)
        1    0.000    0.000    0.000    0.000 validate.py:563(__init__)
        1    0.000    0.000    0.000    0.000 groups.py:81(GroupData)
        1    0.000    0.000    0.000    0.000 patches.py:766(Shadow)
        1    0.000    0.000    0.000    0.000 extras.py:1736(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 pickleshare.py:65(PickleShareDB)
        3    0.000    0.000    0.000    0.000 rcsetup.py:647(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 core.py:118(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:2418(_strip_annotations)
        1    0.000    0.000    0.000    0.000 widgets.py:3216(ToolHandles)
        1    0.000    0.000    0.000    0.000 _docscrape.py:25(Reader)
        1    0.000    0.000    0.000    0.000 registry.py:283(<listcomp>)
        1    0.000    0.000    0.000    0.000 tree.py:497(_DescriptionProperty)
        6    0.000    0.000    0.000    0.000 column.py:846(_formatter)
        1    0.000    0.000    0.000    0.000 spherical.py:1382(RadialDifferential)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._InValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 functional_models.py:1199(ArcSine1D)
        1    0.000    0.000    0.000    0.000 Image.py:147(Resampling)
        1    0.000    0.000    0.000    0.000 colors.py:586(ColorConverter)
        3    0.000    0.000    0.000    0.000 traceback.py:322(walk_stack)
        1    0.000    0.000    0.000    0.000 __init__.py:76(<listcomp>)
        3    0.000    0.000    0.000    0.000 _new_distributions.py:415(_moment_central_formula)
        1    0.000    0.000    0.000    0.000 polynomial.py:459(Chebyshev1D)
        1    0.000    0.000    0.000    0.000 formatters.py:379(Rainbow)
        1    0.000    0.000    0.000    0.000 display.py:854(Image)
        1    0.000    0.000    0.000    0.000 json.py:10(JSON)
        1    0.000    0.000    0.000    0.000 _make.py:2131(fmt_setter_with_converter)
       12    0.000    0.000    0.000    0.000 _adapters.py:25(__init__)
        2    0.000    0.000    0.000    0.000 connect.py:204(__init__)
        1    0.000    0.000    0.002    0.002 base.py:1036(SimpleSpec)
        1    0.000    0.000    0.000    0.000 _checksum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _elffile.py:22(EIClass)
        1    0.000    0.000    0.000    0.000 latex.py:214(Latex)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1565(poisson_binom_gen)
        1    0.000    0.000    0.000    0.000 tree.py:174(EndMarker)
        1    0.000    0.000    0.000    0.000 core.py:328(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 spines.py:539(Spines)
        4    0.000    0.000    0.000    0.000 cache.py:109(memoized)
        1    0.000    0.000    0.000    0.000 tree.py:1784(Param)
       12    0.000    0.000    0.000    0.000 numeric.py:1489(_moveaxis_dispatcher)
        1    0.000    0.000    0.000    0.000 _vertex.py:9(VertexBase)
        1    0.000    0.000    0.000    0.000 hatch.py:141(Circles)
        1    0.000    0.000    0.000    0.000 streams.py:180(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 prefilter.py:446(AutoMagicChecker)
        1    0.000    0.000    0.000    0.000 _array_api.py:667(_XPSphinxCapability)
        1    0.000    0.000    0.000    0.000 pathlib.py:578(__eq__)
        1    0.000    0.000    0.000    0.000 collections.py:2078(CircleCollection)
        5    0.000    0.000    0.000    0.000 base.py:526(__init__)
        1    0.000    0.000    0.000    0.000 ecliptic.py:255(CustomBarycentricEcliptic)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1333(_DerivedBivariateSpline)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:137(MagicArgumentParser)
        1    0.000    0.000    0.000    0.000 util.py:394(FileType)
        2    0.000    0.000    0.000    0.000 _compat.py:67(get_return_type)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
       15    0.000    0.000    0.000    0.000 results.py:539(<lambda>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2260(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:604(transpose)
        1    0.000    0.000    0.000    0.000 utils.py:7(_setenv)
        1    0.000    0.000    0.000    0.000 dviread.py:1251(_LuatexKpsewhich)
        1    0.000    0.000    0.000    0.000 specifiers.py:89(_BoundaryVersion)
       12    0.000    0.000    0.000    0.000 dataclasses.py:1250(<genexpr>)
        1    0.000    0.000    0.000    0.000 history.py:1122(HistorySavingThread)
        5    0.000    0.000    0.000    0.000 core.py:121(<listcomp>)
       10    0.000    0.000    0.000    0.000 arrayprint.py:970(_none_or_positive_arg)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1293(_get_parent_path)
        1    0.000    0.000    0.000    0.000 difflib.py:184(set_seqs)
        1    0.000    0.000    0.000    0.000 category.py:169(UnitData)
        1    0.000    0.000    0.000    0.000 _compressor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:1095(Param)
        1    0.000    0.000    0.000    0.000 _elementwise_iterative_method.py:124(<listcomp>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:597(GenericBroyden)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        1    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 formats.py:1468(TimeString)
       10    0.000    0.000    0.000    0.000 __init__.py:322(_wrap_deprecated_method)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1757(dgamma_gen)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:38(ExtensionMetadata)
        1    0.000    0.000    0.000    0.000 formats.py:1746(TimeISO)
        1    0.000    0.000    0.000    0.000 walk.py:10(WalkMove)
        1    0.000    0.000    0.000    0.000 mixed.py:111(MixedName)
        1    0.000    0.000    0.000    0.000 utils.py:128(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _constraints.py:128(LinearConstraint)
        1    0.000    0.000    0.000    0.000 image.py:1031(NonUniformImage)
        1    0.000    0.000    0.000    0.000 reduction.py:251(AbstractReducer)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5149(geninvgauss_gen)
        1    0.000    0.000    0.000    0.000 _codecs.py:362(HCompress1)
        1    0.000    0.000    0.000    0.000 group.py:855(SoftLink)
       17    0.000    0.000    0.000    0.000 formats.py:239(jd2)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _strptime.py:95(__calc_am_pm)
        1    0.000    0.000    0.000    0.000 core.py:362(MaskableShapedLikeNDArray)
        1    0.000    0.000    0.000    0.000 art3d.py:124(Text3D)
        1    0.000    0.000    0.000    0.000 image.py:1207(PcolorImage)
        1    0.000    0.000    0.000    0.000 text.py:463(FullEvalFormatter)
        1    0.000    0.000    0.000    0.000 current.py:24(AppSession)
        1    0.000    0.000    0.000    0.000 headerregistry.py:562(HeaderRegistry)
        1    0.000    0.000    0.000    0.000 density.py:425(Voids)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3652(_pxf_dispatch)
        2    0.000    0.000    0.000    0.000 core.py:1366(make_mask_descr)
        1    0.000    0.000    0.000    0.000 utils.py:250(_SpecialOperatorsDict)
        1    0.000    0.000    0.000    0.000 column.py:1432(MaskedColumnInfo)
        1    0.000    0.000    0.000    0.000 converters.py:726(FloatingPoint)
        1    0.000    0.000    0.000    0.000 collections.py:1080(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 axis.py:388(XTick)
        4    0.000    0.000    0.000    0.000 dataclasses.py:1253(_is_dataclass_instance)
        1    0.000    0.000    0.000    0.000 projections.py:742(Sky2Pix_CylindricalPerspective)
        1    0.000    0.000    0.000    0.000 klass.py:567(DataclassTransformer)
        1    0.000    0.000    0.000    0.000 contextlib.py:472(__init__)
        1    0.000    0.000    0.000    0.000 choice_input.py:52(ChoiceInput)
        1    0.000    0.000    0.000    0.000 _mathtext.py:785(StixFonts)
        1    0.000    0.000    0.000    0.000 errors.py:958(_ParameterRule)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 name_resolve.py:29(sesame_url)
        1    0.000    0.000    0.000    0.000 polynomial.py:970(Polynomial1D)
        1    0.000    0.000    0.000    0.000 contour.py:1307(QuadContourSet)
        1    0.000    0.000    0.000    0.000 generics.py:27(_AbstractGenericManager)
        2    0.000    0.000    0.000    0.000 quantity.py:1501(formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:896(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 dviread.py:69(Text)
        1    0.000    0.000    0.000    0.000 cache.py:86(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:84(InitializedState)
        1    0.000    0.000    0.000    0.000 _context.py:8(ExceptionTrap)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:758(PngImageFile)
        1    0.000    0.000    0.000    0.000 autocall.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fitting.py:1657(DogBoxLSQFitter)
        3    0.000    0.000    0.000    0.000 rcsetup.py:341(_validate_color_or_edge)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:396(LazyOperatorNormInfo)
      3/1    0.000    0.000    0.000    0.000 core.py:533(<setcomp>)
        1    0.000    0.000    0.000    0.000 polar.py:716(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 cProfile.py:28(Profile)
        1    0.000    0.000    0.000    0.000 dbapi2.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 abc.py:169(TraversableResources)
        1    0.000    0.000    0.000    0.000 paths.py:89(get_ipython_package_dir)
        1    0.000    0.000    0.000    0.000 basic.py:336(RdbHeader)
        1    0.000    0.000    0.000    0.000 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5946(landau_gen)
        1    0.000    0.000    0.000    0.000 util.py:241(encode_ascii)
        1    0.000    0.000    0.000    0.000 _ctypeslib.py:186(_ndptr)
        2    0.000    0.000    0.000    0.000 base.py:563(<listcomp>)
        1    0.000    0.000    0.000    0.000 random.py:787(SystemRandom)
        1    0.000    0.000    0.000    0.000 key_bindings.py:206(KeyBindings)
        1    0.000    0.000    0.000    0.000 containers.py:1319(ScrollOffsets)
        1    0.000    0.000    0.000    0.000 container.py:151(PieContainer)
        1    0.000    0.000    0.000    0.000 merge.py:25(MergeStrategy)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:307(<dictcomp>)
        1    0.000    0.000    0.000    0.000 tree.py:146(_LeafWithoutNewlines)
        1    0.000    0.000    0.000    0.000 hyperlink.py:22(HyperlinkParams)
        5    0.000    0.000    0.000    0.000 formats.py:1989(<genexpr>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:639(_validate_greaterthan_minushalf)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:3144(_min_dispatcher)
        1    0.000    0.000    0.000    0.000 socketserver.py:731(BaseRequestHandler)
       14    0.000    0.000    0.000    0.000 _make.py:950(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:69(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.000    0.000 rcsetup.py:97(__hash__)
        1    0.000    0.000    0.000    0.000 validators.py:567(_MinLengthValidator)
        1    0.000    0.000    0.000    0.000 platform.py:956(machine)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:301(HammerAxes)
        5    0.000    0.000    0.000    0.000 arrayprint.py:1463(__init__)
        1    0.000    0.000    0.000    0.000 base.py:698(Clause)
        1    0.000    0.000    0.000    0.000 runner.py:368(package)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:279(Comment)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1370(zipfian_gen)
        2    0.000    0.000    0.001    0.000 sysconfig.py:621(get_path)
        1    0.000    0.000    0.000    0.000 menus.py:35(MenuContainer)
        1    0.000    0.000    0.000    0.000 unix_events.py:910(PidfdChildWatcher)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6054(multivariate_hypergeom_frozen)
        1    0.000    0.000    0.000    0.000 function.py:131(FunctionValue)
        1    0.000    0.000    0.000    0.000 dates.py:943(rrulewrapper)
        1    0.000    0.000    0.000    0.000 pretty.py:175(_PrettyPrinterBase)
        1    0.000    0.000    0.000    0.000 fitting.py:864(FittingWithOutlierRemoval)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:252(ExecutionInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:289(<listcomp>)
        1    0.000    0.000    0.000    0.000 baseconfig.py:74(_dll_value)
        1    0.000    0.000    0.000    0.000 moduleTNC.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 magic.py:589(Magics)
        1    0.000    0.000    0.000    0.000 headerregistry.py:490(ContentDispositionHeader)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:462(ObsRoute)
        1    0.000    0.000    0.000    0.000 imports.py:152(Importer)
        1    0.000    0.000    0.000    0.000 utils.py:94(_E)
